Borough,Year,Week,NumberAccidents,NumberLethalAccidents,sum(NumberInjured),sum(NumberKilled),AvgNumberLethalAccidents
BOROUGH_NOT_SPECIFIED,2015,26,1219,2,552,4,0.0016406890894175555
BRONX,2015,26,489,1,316,2,0.002044989775051125
BROOKLYN,2015,26,1092,2,620,4,0.0018315018315018315
MANHATTAN,2015,26,959,0,296,0,0.0
QUEENS,2015,26,932,2,484,4,0.002145922746781116
STATEN ISLAND,2015,26,128,0,44,0,0.0
BOROUGH_NOT_SPECIFIED,2015,27,978,1,512,2,0.0010224948875255625
BRONX,2015,27,385,0,194,0,0.0
BROOKLYN,2015,27,917,3,526,6,0.003271537622682661
MANHATTAN,2015,27,782,1,234,2,0.0012787723785166241
QUEENS,2015,27,790,1,486,6,0.0012658227848101266
STATEN ISLAND,2015,27,121,0,50,0,0.0
BOROUGH_NOT_SPECIFIED,2015,28,1084,3,640,6,0.0027675276752767526
BRONX,2015,28,418,0,172,0,0.0
BROOKLYN,2015,28,994,1,586,2,0.001006036217303823
MANHATTAN,2015,28,836,0,310,0,0.0
QUEENS,2015,28,813,1,358,2,0.0012300123001230013
STATEN ISLAND,2015,28,110,0,78,0,0.0
BOROUGH_NOT_SPECIFIED,2015,29,1076,2,532,4,0.0018587360594795538
BRONX,2015,29,432,0,250,0,0.0
BROOKLYN,2015,29,987,1,610,2,0.0010131712259371835
MANHATTAN,2015,29,932,0,268,0,0.0
QUEENS,2015,29,825,1,448,2,0.0012121212121212121
STATEN ISLAND,2015,29,126,0,56,0,0.0
BOROUGH_NOT_SPECIFIED,2015,30,962,2,542,4,0.002079002079002079
BRONX,2015,30,394,0,244,0,0.0
BROOKLYN,2015,30,917,0,602,0,0.0
MANHATTAN,2015,30,821,0,214,0,0.0
QUEENS,2015,30,857,1,438,2,0.0011668611435239206
STATEN ISLAND,2015,30,110,0,60,0,0.0
BOROUGH_NOT_SPECIFIED,2015,31,1142,1,608,2,8.756567425569177E-4
BRONX,2015,31,432,0,264,0,0.0
BROOKLYN,2015,31,1025,1,538,2,9.75609756097561E-4
MANHATTAN,2015,31,974,0,308,0,0.0
QUEENS,2015,31,889,1,480,2,0.0011248593925759281
STATEN ISLAND,2015,31,122,1,78,2,0.00819672131147541
BOROUGH_NOT_SPECIFIED,2015,32,1128,1,612,2,8.865248226950354E-4
BRONX,2015,32,442,1,276,2,0.0022624434389140274
BROOKLYN,2015,32,1042,2,594,4,0.0019193857965451055
MANHATTAN,2015,32,836,0,306,0,0.0
QUEENS,2015,32,812,2,394,4,0.0024630541871921183
STATEN ISLAND,2015,32,118,0,86,0,0.0
BOROUGH_NOT_SPECIFIED,2015,33,1071,1,542,2,9.337068160597573E-4
BRONX,2015,33,458,0,250,0,0.0
BROOKLYN,2015,33,1026,1,614,2,9.746588693957114E-4
MANHATTAN,2015,33,914,1,304,2,0.0010940919037199124
QUEENS,2015,33,850,0,394,0,0.0
STATEN ISLAND,2015,33,109,0,86,0,0.0
BOROUGH_NOT_SPECIFIED,2015,34,1056,0,598,0,0.0
BRONX,2015,34,411,0,248,0,0.0
BROOKLYN,2015,34,990,2,598,4,0.00202020202020202
MANHATTAN,2015,34,815,1,218,2,0.001226993865030675
QUEENS,2015,34,851,2,424,4,0.0023501762632197414
STATEN ISLAND,2015,34,111,1,46,2,0.009009009009009009
BOROUGH_NOT_SPECIFIED,2015,35,1040,2,580,4,0.0019230769230769232
BRONX,2015,35,386,0,226,0,0.0
BROOKLYN,2015,35,963,2,504,4,0.0020768431983385254
MANHATTAN,2015,35,802,0,262,0,0.0
QUEENS,2015,35,782,1,432,2,0.0012787723785166241
STATEN ISLAND,2015,35,126,0,32,0,0.0
BOROUGH_NOT_SPECIFIED,2015,36,1016,1,484,2,9.84251968503937E-4
BRONX,2015,36,414,0,194,0,0.0
BROOKLYN,2015,36,1089,1,674,2,9.182736455463728E-4
MANHATTAN,2015,36,767,0,244,0,0.0
QUEENS,2015,36,844,0,452,0,0.0
STATEN ISLAND,2015,36,113,0,64,0,0.0
BOROUGH_NOT_SPECIFIED,2015,37,1067,2,600,4,0.0018744142455482662
BRONX,2015,37,442,2,244,4,0.004524886877828055
BROOKLYN,2015,37,1065,1,570,2,9.389671361502347E-4
MANHATTAN,2015,37,878,0,240,0,0.0
QUEENS,2015,37,968,0,464,0,0.0
STATEN ISLAND,2015,37,112,0,42,0,0.0
BOROUGH_NOT_SPECIFIED,2015,38,1190,0,554,0,0.0
BRONX,2015,38,414,2,292,4,0.004830917874396135
BROOKLYN,2015,38,1085,0,642,0,0.0
MANHATTAN,2015,38,930,0,312,0,0.0
QUEENS,2015,38,879,0,380,0,0.0
STATEN ISLAND,2015,38,117,1,76,2,0.008547008547008548
BOROUGH_NOT_SPECIFIED,2015,39,965,2,528,4,0.002072538860103627
BRONX,2015,39,388,1,238,2,0.002577319587628866
BROOKLYN,2015,39,935,0,534,0,0.0
MANHATTAN,2015,39,749,0,214,0,0.0
QUEENS,2015,39,789,0,444,0,0.0
STATEN ISLAND,2015,39,124,1,52,2,0.008064516129032258
BOROUGH_NOT_SPECIFIED,2015,40,1043,0,562,0,0.0
BRONX,2015,40,389,0,246,0,0.0
BROOKLYN,2015,40,951,1,484,2,0.0010515247108307045
MANHATTAN,2015,40,951,0,284,0,0.0
QUEENS,2015,40,893,1,488,2,0.0011198208286674132
STATEN ISLAND,2015,40,121,0,48,0,0.0
BOROUGH_NOT_SPECIFIED,2015,41,1098,1,574,2,9.107468123861566E-4
BRONX,2015,41,455,0,256,0,0.0
BROOKLYN,2015,41,1020,0,510,0,0.0
MANHATTAN,2015,41,949,0,286,0,0.0
QUEENS,2015,41,872,2,434,4,0.0022935779816513763
STATEN ISLAND,2015,41,137,2,60,6,0.014598540145985401
BOROUGH_NOT_SPECIFIED,2015,42,1091,3,604,6,0.002749770852428964
BRONX,2015,42,414,2,246,4,0.004830917874396135
BROOKLYN,2015,42,1047,2,514,4,0.0019102196752626551
MANHATTAN,2015,42,839,0,318,0,0.0
QUEENS,2015,42,836,2,438,4,0.0023923444976076554
STATEN ISLAND,2015,42,133,0,64,0,0.0
BOROUGH_NOT_SPECIFIED,2015,43,1089,2,548,4,0.0018365472910927456
BRONX,2015,43,423,1,202,2,0.002364066193853428
BROOKLYN,2015,43,1088,2,660,4,0.001838235294117647
MANHATTAN,2015,43,937,0,278,0,0.0
QUEENS,2015,43,884,1,430,2,0.0011312217194570137
STATEN ISLAND,2015,43,127,0,78,0,0.0
BOROUGH_NOT_SPECIFIED,2015,44,1011,0,486,0,0.0
BRONX,2015,44,381,0,222,0,0.0
BROOKLYN,2015,44,996,1,534,2,0.001004016064257028
MANHATTAN,2015,44,820,0,252,0,0.0
QUEENS,2015,44,825,3,454,6,0.0036363636363636364
STATEN ISLAND,2015,44,107,0,30,0,0.0
BOROUGH_NOT_SPECIFIED,2015,45,1050,2,540,4,0.0019047619047619048
BRONX,2015,45,390,1,234,2,0.002564102564102564
BROOKLYN,2015,45,985,1,556,2,0.0010152284263959391
MANHATTAN,2015,45,870,2,240,4,0.0022988505747126436
QUEENS,2015,45,804,1,426,2,0.0012437810945273632
STATEN ISLAND,2015,45,116,0,42,0,0.0
BOROUGH_NOT_SPECIFIED,2015,46,1026,2,492,4,0.001949317738791423
BRONX,2015,46,450,0,194,0,0.0
BROOKLYN,2015,46,985,2,612,4,0.0020304568527918783
MANHATTAN,2015,46,886,0,300,0,0.0
QUEENS,2015,46,839,0,438,0,0.0
STATEN ISLAND,2015,46,139,1,72,2,0.007194244604316547
BOROUGH_NOT_SPECIFIED,2015,47,1076,1,534,2,9.293680297397769E-4
BRONX,2015,47,435,0,226,0,0.0
BROOKLYN,2015,47,1080,3,574,6,0.002777777777777778
MANHATTAN,2015,47,918,0,296,0,0.0
QUEENS,2015,47,907,0,472,0,0.0
STATEN ISLAND,2015,47,158,0,84,0,0.0
BOROUGH_NOT_SPECIFIED,2015,48,1020,1,572,4,9.80392156862745E-4
BRONX,2015,48,399,0,240,0,0.0
BROOKLYN,2015,48,954,2,560,4,0.0020964360587002098
MANHATTAN,2015,48,699,1,184,2,0.001430615164520744
QUEENS,2015,48,778,1,376,2,0.0012853470437017994
STATEN ISLAND,2015,48,127,0,54,0,0.0
BOROUGH_NOT_SPECIFIED,2015,49,1102,2,524,4,0.0018148820326678765
BRONX,2015,49,460,1,288,2,0.002173913043478261
BROOKLYN,2015,49,1014,4,530,8,0.0039447731755424065
MANHATTAN,2015,49,904,1,290,2,0.0011061946902654867
QUEENS,2015,49,824,2,444,4,0.0024271844660194173
STATEN ISLAND,2015,49,123,0,66,0,0.0
BOROUGH_NOT_SPECIFIED,2015,50,1128,2,528,4,0.0017730496453900709
BRONX,2015,50,422,0,176,0,0.0
BROOKLYN,2015,50,946,1,498,2,0.0010570824524312897
MANHATTAN,2015,50,921,0,272,0,0.0
QUEENS,2015,50,787,1,402,2,0.0012706480304955528
STATEN ISLAND,2015,50,140,0,48,0,0.0
BOROUGH_NOT_SPECIFIED,2015,51,1132,1,562,2,8.833922261484099E-4
BRONX,2015,51,447,0,190,0,0.0
BROOKLYN,2015,51,1157,2,618,4,0.001728608470181504
MANHATTAN,2015,51,889,0,262,0,0.0
QUEENS,2015,51,922,2,444,4,0.0021691973969631237
STATEN ISLAND,2015,51,149,1,68,2,0.006711409395973154
BOROUGH_NOT_SPECIFIED,2015,52,984,1,532,2,0.0010162601626016261
BRONX,2015,52,407,0,284,0,0.0
BROOKLYN,2015,52,936,2,654,4,0.002136752136752137
MANHATTAN,2015,52,676,0,256,0,0.0
QUEENS,2015,52,831,0,428,0,0.0
STATEN ISLAND,2015,52,117,0,50,0,0.0
BOROUGH_NOT_SPECIFIED,2015,53,502,0,214,0,0.0
BRONX,2015,53,217,0,102,0,0.0
BROOKLYN,2015,53,481,0,230,0,0.0
MANHATTAN,2015,53,401,0,180,0,0.0
QUEENS,2015,53,388,0,204,0,0.0
STATEN ISLAND,2015,53,59,0,24,0,0.0
BOROUGH_NOT_SPECIFIED,2016,1,903,1,477,2,0.0011074197120708748
BRONX,2016,1,427,2,162,4,0.00468384074941452
BROOKLYN,2016,1,1036,1,528,2,9.652509652509653E-4
MANHATTAN,2016,1,649,1,218,2,0.0015408320493066256
QUEENS,2016,1,829,0,336,0,0.0
STATEN ISLAND,2016,1,125,0,18,0,0.0
BOROUGH_NOT_SPECIFIED,2016,2,1013,2,434,4,0.0019743336623889436
BRONX,2016,2,424,0,186,0,0.0
BROOKLYN,2016,2,965,0,510,0,0.0
MANHATTAN,2016,2,833,2,256,4,0.0024009603841536613
QUEENS,2016,2,844,0,394,0,0.0
STATEN ISLAND,2016,2,142,2,36,4,0.014084507042253521
BOROUGH_NOT_SPECIFIED,2016,3,905,1,444,2,0.0011049723756906078
BRONX,2016,3,413,1,186,2,0.002421307506053269
BROOKLYN,2016,3,1002,1,434,2,9.98003992015968E-4
MANHATTAN,2016,3,687,0,206,0,0.0
QUEENS,2016,3,876,1,292,2,0.001141552511415525
STATEN ISLAND,2016,3,149,0,38,0,0.0
BOROUGH_NOT_SPECIFIED,2016,4,992,1,334,2,0.0010080645161290322
BRONX,2016,4,470,0,160,0,0.0
BROOKLYN,2016,4,1096,1,336,2,9.124087591240876E-4
MANHATTAN,2016,4,778,0,210,0,0.0
QUEENS,2016,4,1001,0,341,0,0.0
STATEN ISLAND,2016,4,168,0,56,0,0.0
BOROUGH_NOT_SPECIFIED,2016,5,944,0,432,0,0.0
BRONX,2016,5,420,0,224,0,0.0
BROOKLYN,2016,5,1038,3,492,6,0.002890173410404624
MANHATTAN,2016,5,782,0,244,0,0.0
QUEENS,2016,5,845,0,404,0,0.0
STATEN ISLAND,2016,5,160,0,52,0,0.0
BOROUGH_NOT_SPECIFIED,2016,6,863,0,324,0,0.0
BRONX,2016,6,362,0,176,0,0.0
BROOKLYN,2016,6,869,0,432,0,0.0
MANHATTAN,2016,6,762,3,204,6,0.003937007874015748
QUEENS,2016,6,679,2,346,4,0.0029455081001472753
STATEN ISLAND,2016,6,94,0,24,0,0.0
BOROUGH_NOT_SPECIFIED,2016,7,831,2,392,6,0.0024067388688327317
BRONX,2016,7,375,0,170,0,0.0
BROOKLYN,2016,7,835,0,410,0,0.0
MANHATTAN,2016,7,767,0,206,0,0.0
QUEENS,2016,7,658,0,254,0,0.0
STATEN ISLAND,2016,7,113,1,60,2,0.008849557522123894
BOROUGH_NOT_SPECIFIED,2016,8,981,2,410,4,0.0020387359836901123
BRONX,2016,8,417,1,230,2,0.002398081534772182
BROOKLYN,2016,8,876,1,474,2,0.001141552511415525
MANHATTAN,2016,8,786,0,250,0,0.0
QUEENS,2016,8,736,2,348,4,0.002717391304347826
STATEN ISLAND,2016,8,127,0,52,0,0.0
BOROUGH_NOT_SPECIFIED,2016,9,1109,1,504,2,9.017132551848512E-4
BRONX,2016,9,457,0,198,0,0.0
BROOKLYN,2016,9,971,0,524,0,0.0
MANHATTAN,2016,9,809,1,226,2,0.0012360939431396785
QUEENS,2016,9,861,0,364,0,0.0
STATEN ISLAND,2016,9,124,1,34,2,0.008064516129032258
BOROUGH_NOT_SPECIFIED,2016,10,1078,1,533,2,9.276437847866419E-4
BRONX,2016,10,416,1,208,2,0.002403846153846154
BROOKLYN,2016,10,1001,0,560,0,0.0
MANHATTAN,2016,10,793,0,218,0,0.0
QUEENS,2016,10,785,1,416,2,0.0012738853503184713
STATEN ISLAND,2016,10,128,0,54,0,0.0
BOROUGH_NOT_SPECIFIED,2016,11,943,1,661,2,0.0010604453870625664
BRONX,2016,11,381,0,201,0,0.0
BROOKLYN,2016,11,958,0,501,0,0.0
MANHATTAN,2016,11,771,2,303,6,0.0025940337224383916
QUEENS,2016,11,832,0,459,0,0.0
STATEN ISLAND,2016,11,128,0,38,0,0.0
BOROUGH_NOT_SPECIFIED,2016,12,936,0,696,0,0.0
BRONX,2016,12,407,1,242,2,0.002457002457002457
BROOKLYN,2016,12,951,0,523,0,0.0
MANHATTAN,2016,12,701,2,274,4,0.0028530670470756064
QUEENS,2016,12,813,0,459,0,0.0
STATEN ISLAND,2016,12,122,0,40,0,0.0
BOROUGH_NOT_SPECIFIED,2016,13,999,0,615,0,0.0
BRONX,2016,13,454,0,368,0,0.0
BROOKLYN,2016,13,1084,0,585,0,0.0
MANHATTAN,2016,13,881,0,343,0,0.0
QUEENS,2016,13,914,0,507,0,0.0
STATEN ISLAND,2016,13,125,0,80,0,0.0
BOROUGH_NOT_SPECIFIED,2016,14,969,1,659,2,0.0010319917440660474
BRONX,2016,14,454,0,283,0,0.0
BROOKLYN,2016,14,1042,1,607,1,9.596928982725527E-4
MANHATTAN,2016,14,844,0,325,0,0.0
QUEENS,2016,14,867,3,478,6,0.0034602076124567475
STATEN ISLAND,2016,14,117,0,35,0,0.0
BOROUGH_NOT_SPECIFIED,2016,15,1112,0,591,0,0.0
BRONX,2016,15,457,0,206,0,0.0
BROOKLYN,2016,15,1128,2,674,4,0.0017730496453900709
MANHATTAN,2016,15,828,0,308,0,0.0
QUEENS,2016,15,866,0,449,0,0.0
STATEN ISLAND,2016,15,149,1,68,2,0.006711409395973154
BOROUGH_NOT_SPECIFIED,2016,16,1067,1,696,2,9.372071227741331E-4
BRONX,2016,16,507,0,341,0,0.0
BROOKLYN,2016,16,1097,1,658,2,9.115770282588879E-4
MANHATTAN,2016,16,875,0,310,0,0.0
QUEENS,2016,16,900,0,561,0,0.0
STATEN ISLAND,2016,16,135,0,69,0,0.0
BOROUGH_NOT_SPECIFIED,2016,17,847,3,605,6,0.0035419126328217238
BRONX,2016,17,374,0,218,0,0.0
BROOKLYN,2016,17,849,1,536,2,0.001177856301531213
MANHATTAN,2016,17,693,0,188,0,0.0
QUEENS,2016,17,664,0,452,0,0.0
STATEN ISLAND,2016,17,92,0,59,0,0.0
BOROUGH_NOT_SPECIFIED,2016,18,1092,2,656,4,0.0018315018315018315
BRONX,2016,18,451,0,259,0,0.0
BROOKLYN,2016,18,1085,1,616,4,9.216589861751152E-4
MANHATTAN,2016,18,781,0,274,0,0.0
QUEENS,2016,18,904,1,507,4,0.0011061946902654867
STATEN ISLAND,2016,18,134,0,60,0,0.0
BOROUGH_NOT_SPECIFIED,2016,19,1157,2,776,5,0.001728608470181504
BRONX,2016,19,491,0,270,0,0.0
BROOKLYN,2016,19,1003,1,624,2,9.970089730807576E-4
MANHATTAN,2016,19,833,1,247,2,0.0012004801920768306
QUEENS,2016,19,880,1,480,2,0.0011363636363636363
STATEN ISLAND,2016,19,165,1,80,2,0.006060606060606061
BOROUGH_NOT_SPECIFIED,2016,20,1416,1,875,2,7.062146892655367E-4
BRONX,2016,20,430,2,241,4,0.004651162790697674
BROOKLYN,2016,20,949,0,595,0,0.0
MANHATTAN,2016,20,861,0,331,0,0.0
QUEENS,2016,20,827,1,541,3,0.0012091898428053204
STATEN ISLAND,2016,20,122,0,52,0,0.0
BOROUGH_NOT_SPECIFIED,2016,21,1638,1,1057,2,6.105006105006105E-4
BRONX,2016,21,468,0,270,0,0.0
BROOKLYN,2016,21,971,1,486,3,0.0010298661174047373
MANHATTAN,2016,21,697,0,234,0,0.0
QUEENS,2016,21,814,1,483,2,0.0012285012285012285
STATEN ISLAND,2016,21,149,0,78,0,0.0
BOROUGH_NOT_SPECIFIED,2016,22,1581,2,928,4,0.001265022137887413
BRONX,2016,22,413,0,266,0,0.0
BROOKLYN,2016,22,893,0,499,0,0.0
MANHATTAN,2016,22,645,0,233,0,0.0
QUEENS,2016,22,781,0,446,0,0.0
STATEN ISLAND,2016,22,120,0,54,0,0.0
BOROUGH_NOT_SPECIFIED,2016,23,1573,2,936,7,0.0012714558169103624
BRONX,2016,23,387,0,162,0,0.0
BROOKLYN,2016,23,851,1,521,2,0.0011750881316098707
MANHATTAN,2016,23,624,2,215,4,0.003205128205128205
QUEENS,2016,23,757,0,414,0,0.0
STATEN ISLAND,2016,23,138,0,72,0,0.0
BOROUGH_NOT_SPECIFIED,2016,24,1460,3,747,12,0.002054794520547945
BRONX,2016,24,397,1,188,2,0.0025188916876574307
BROOKLYN,2016,24,814,2,482,4,0.002457002457002457
MANHATTAN,2016,24,652,2,193,4,0.003067484662576687
QUEENS,2016,24,721,2,365,4,0.0027739251040221915
STATEN ISLAND,2016,24,124,0,56,0,0.0
BOROUGH_NOT_SPECIFIED,2016,25,1726,3,997,6,0.0017381228273464658
BRONX,2016,25,429,0,300,0,0.0
BROOKLYN,2016,25,966,0,472,0,0.0
MANHATTAN,2016,25,724,0,234,0,0.0
QUEENS,2016,25,858,0,478,0,0.0
STATEN ISLAND,2016,25,145,0,54,0,0.0
BOROUGH_NOT_SPECIFIED,2016,26,1569,8,866,17,0.005098789037603569
BRONX,2016,26,416,0,232,0,0.0
BROOKLYN,2016,26,914,0,504,0,0.0
MANHATTAN,2016,26,719,2,247,4,0.0027816411682892906
QUEENS,2016,26,822,0,446,0,0.0
STATEN ISLAND,2016,26,129,0,68,0,0.0
BOROUGH_NOT_SPECIFIED,2016,27,1358,2,887,5,0.0014727540500736377
BRONX,2016,27,388,0,201,0,0.0
BROOKLYN,2016,27,823,0,439,0,0.0
MANHATTAN,2016,27,597,0,219,0,0.0
QUEENS,2016,27,714,3,357,7,0.004201680672268907
STATEN ISLAND,2016,27,126,0,69,0,0.0
BOROUGH_NOT_SPECIFIED,2016,28,1583,4,871,7,0.002526847757422615
BRONX,2016,28,470,0,256,0,0.0
BROOKLYN,2016,28,867,0,528,0,0.0
MANHATTAN,2016,28,703,0,195,0,0.0
QUEENS,2016,28,812,1,476,2,0.0012315270935960591
STATEN ISLAND,2016,28,155,0,36,0,0.0
BOROUGH_NOT_SPECIFIED,2016,29,1684,2,1128,5,0.0011876484560570072
BRONX,2016,29,461,0,226,0,0.0
BROOKLYN,2016,29,932,0,602,0,0.0
MANHATTAN,2016,29,753,0,229,0,0.0
QUEENS,2016,29,846,0,525,0,0.0
STATEN ISLAND,2016,29,122,0,78,0,0.0
BOROUGH_NOT_SPECIFIED,2016,30,1666,1,1278,2,6.002400960384153E-4
BRONX,2016,30,434,0,400,0,0.0
BROOKLYN,2016,30,897,0,795,0,0.0
MANHATTAN,2016,30,746,1,330,2,0.0013404825737265416
QUEENS,2016,30,799,0,530,0,0.0
STATEN ISLAND,2016,30,120,0,62,0,0.0
BOROUGH_NOT_SPECIFIED,2016,31,1599,2,1409,4,0.0012507817385866166
BRONX,2016,31,419,1,319,2,0.002386634844868735
BROOKLYN,2016,31,823,1,901,4,0.001215066828675577
MANHATTAN,2016,31,623,0,292,0,0.0
QUEENS,2016,31,777,0,717,0,0.0
STATEN ISLAND,2016,31,120,0,74,0,0.0
BOROUGH_NOT_SPECIFIED,2016,32,1702,4,1765,8,0.0023501762632197414
BRONX,2016,32,400,0,441,0,0.0
BROOKLYN,2016,32,803,0,648,0,0.0
MANHATTAN,2016,32,632,0,373,0,0.0
QUEENS,2016,32,748,2,590,4,0.00267379679144385
STATEN ISLAND,2016,32,134,0,123,0,0.0
BOROUGH_NOT_SPECIFIED,2016,33,1578,3,1561,7,0.0019011406844106464
BRONX,2016,33,417,0,436,0,0.0
BROOKLYN,2016,33,833,1,726,2,0.0012004801920768306
MANHATTAN,2016,33,693,0,381,0,0.0
QUEENS,2016,33,729,0,610,0,0.0
STATEN ISLAND,2016,33,108,0,59,0,0.0
BOROUGH_NOT_SPECIFIED,2016,34,1783,2,1557,3,0.0011217049915872126
BRONX,2016,34,375,0,329,0,0.0
BROOKLYN,2016,34,874,0,834,0,0.0
MANHATTAN,2016,34,637,2,384,4,0.0031397174254317113
QUEENS,2016,34,745,0,568,0,0.0
STATEN ISLAND,2016,34,105,1,60,2,0.009523809523809525
BOROUGH_NOT_SPECIFIED,2016,35,1625,5,1540,14,0.003076923076923077
BRONX,2016,35,416,1,372,2,0.002403846153846154
BROOKLYN,2016,35,845,0,755,0,0.0
MANHATTAN,2016,35,562,1,301,2,0.0017793594306049821
QUEENS,2016,35,713,1,632,2,0.001402524544179523
STATEN ISLAND,2016,35,110,0,62,0,0.0
BOROUGH_NOT_SPECIFIED,2016,36,1556,1,1445,2,6.426735218508997E-4
BRONX,2016,36,394,0,331,0,0.0
BROOKLYN,2016,36,818,1,517,3,0.0012224938875305623
MANHATTAN,2016,36,634,0,257,0,0.0
QUEENS,2016,36,737,1,499,2,0.0013568521031207597
STATEN ISLAND,2016,36,103,0,49,0,0.0
BOROUGH_NOT_SPECIFIED,2016,37,1936,0,1215,0,0.0
BRONX,2016,37,429,0,280,0,0.0
BROOKLYN,2016,37,899,1,670,2,0.0011123470522803114
MANHATTAN,2016,37,713,2,267,4,0.002805049088359046
QUEENS,2016,37,810,0,529,0,0.0
STATEN ISLAND,2016,37,124,0,86,0,0.0
BOROUGH_NOT_SPECIFIED,2016,38,1722,2,1147,4,0.0011614401858304297
BRONX,2016,38,411,0,310,0,0.0
BROOKLYN,2016,38,845,0,587,0,0.0
MANHATTAN,2016,38,625,0,222,0,0.0
QUEENS,2016,38,817,1,516,2,0.0012239902080783353
STATEN ISLAND,2016,38,153,0,79,0,0.0
BOROUGH_NOT_SPECIFIED,2016,39,1673,2,1063,5,0.001195457262402869
BRONX,2016,39,393,0,253,0,0.0
BROOKLYN,2016,39,871,0,592,0,0.0
MANHATTAN,2016,39,619,1,215,2,0.0016155088852988692
QUEENS,2016,39,801,2,472,4,0.0024968789013732834
STATEN ISLAND,2016,39,121,1,72,2,0.008264462809917356
BOROUGH_NOT_SPECIFIED,2016,40,1632,2,994,3,0.0012254901960784314
BRONX,2016,40,388,0,202,0,0.0
BROOKLYN,2016,40,833,0,468,0,0.0
MANHATTAN,2016,40,619,4,230,8,0.006462035541195477
QUEENS,2016,40,729,0,355,0,0.0
STATEN ISLAND,2016,40,137,0,47,0,0.0
BOROUGH_NOT_SPECIFIED,2016,41,1709,2,1059,5,0.0011702750146284377
BRONX,2016,41,362,2,213,4,0.0055248618784530384
BROOKLYN,2016,41,854,0,507,0,0.0
MANHATTAN,2016,41,619,1,250,2,0.0016155088852988692
QUEENS,2016,41,760,1,455,2,0.0013157894736842105
STATEN ISLAND,2016,41,130,1,62,2,0.007692307692307693
BOROUGH_NOT_SPECIFIED,2016,42,1709,4,1096,9,0.0023405500292568754
BRONX,2016,42,404,1,241,2,0.0024752475247524753
BROOKLYN,2016,42,813,0,532,0,0.0
MANHATTAN,2016,42,655,0,247,0,0.0
QUEENS,2016,42,802,0,458,0,0.0
STATEN ISLAND,2016,42,143,0,68,0,0.0
BOROUGH_NOT_SPECIFIED,2016,43,1778,3,985,6,0.001687289088863892
BRONX,2016,43,412,0,250,0,0.0
BROOKLYN,2016,43,877,0,483,0,0.0
MANHATTAN,2016,43,671,0,260,0,0.0
QUEENS,2016,43,776,0,472,0,0.0
STATEN ISLAND,2016,43,126,0,84,0,0.0
BOROUGH_NOT_SPECIFIED,2016,44,1790,4,1120,10,0.0022346368715083797
BRONX,2016,44,401,0,210,0,0.0
BROOKLYN,2016,44,909,0,517,0,0.0
MANHATTAN,2016,44,716,0,305,0,0.0
QUEENS,2016,44,723,0,458,0,0.0
STATEN ISLAND,2016,44,133,0,88,0,0.0
BOROUGH_NOT_SPECIFIED,2016,45,1691,3,998,7,0.0017740981667652277
BRONX,2016,45,343,1,213,2,0.0029154518950437317
BROOKLYN,2016,45,814,0,449,0,0.0
MANHATTAN,2016,45,650,0,260,0,0.0
QUEENS,2016,45,711,1,416,3,0.0014064697609001407
STATEN ISLAND,2016,45,121,0,110,0,0.0
BOROUGH_NOT_SPECIFIED,2016,46,1780,3,1063,7,0.0016853932584269663
BRONX,2016,46,389,1,245,3,0.002570694087403599
BROOKLYN,2016,46,947,1,621,2,0.0010559662090813093
MANHATTAN,2016,46,729,0,225,0,0.0
QUEENS,2016,46,813,1,504,2,0.0012300123001230013
STATEN ISLAND,2016,46,107,0,46,0,0.0
BOROUGH_NOT_SPECIFIED,2016,47,1499,0,761,0,0.0
BRONX,2016,47,376,1,205,3,0.0026595744680851063
BROOKLYN,2016,47,770,0,430,0,0.0
MANHATTAN,2016,47,563,0,151,0,0.0
QUEENS,2016,47,729,0,466,0,0.0
STATEN ISLAND,2016,47,121,0,64,0,0.0
BOROUGH_NOT_SPECIFIED,2016,48,1698,2,995,4,0.001177856301531213
BRONX,2016,48,413,0,284,0,0.0
BROOKLYN,2016,48,911,1,497,2,0.0010976948408342481
MANHATTAN,2016,48,659,0,251,0,0.0
QUEENS,2016,48,796,0,512,0,0.0
STATEN ISLAND,2016,48,133,0,70,0,0.0
BOROUGH_NOT_SPECIFIED,2016,49,1733,2,1058,5,0.001154068090017311
BRONX,2016,49,397,0,218,0,0.0
BROOKLYN,2016,49,808,1,494,2,0.0012376237623762376
MANHATTAN,2016,49,683,1,239,2,0.0014641288433382138
QUEENS,2016,49,761,1,384,2,0.001314060446780552
STATEN ISLAND,2016,49,143,0,51,0,0.0
BOROUGH_NOT_SPECIFIED,2016,50,1754,3,934,6,0.0017103762827822121
BRONX,2016,50,397,0,181,0,0.0
BROOKLYN,2016,50,889,0,502,0,0.0
MANHATTAN,2016,50,644,1,203,2,0.0015527950310559005
QUEENS,2016,50,781,0,428,0,0.0
STATEN ISLAND,2016,50,142,0,69,0,0.0
BOROUGH_NOT_SPECIFIED,2016,51,1661,0,993,0,0.0
BRONX,2016,51,424,0,241,0,0.0
BROOKLYN,2016,51,827,2,427,4,0.0024183796856106408
MANHATTAN,2016,51,510,0,196,0,0.0
QUEENS,2016,51,810,0,459,0,0.0
STATEN ISLAND,2016,51,131,0,41,0,0.0
BOROUGH_NOT_SPECIFIED,2016,52,1111,3,597,11,0.0027002700270027003
BRONX,2016,52,281,1,192,3,0.0035587188612099642
BROOKLYN,2016,52,573,1,344,2,0.0017452006980802793
